student_track_id,student_id,track_name,date_enrolled,track_completed,days_for_completion,completion_bucket
2507,255044,"Data Analyst",2022-06-02,0,"Not completed yet","Not completed yet"
2508,255047,"Data Scientist",2022-04-25,0,"Not completed yet","Not completed yet"
2509,255048,"Data Scientist",2022-03-13,0,"Not completed yet","Not completed yet"
2510,255059,"Data Scientist",2022-03-02,0,"Not completed yet","Not completed yet"
2511,255129,"Data Scientist",2022-01-09,0,"Not completed yet","Not completed yet"
2512,255149,"Business Analyst",2022-10-03,0,"Not completed yet","Not completed yet"
2513,255153,"Business Analyst",2022-01-18,0,"Not completed yet","Not completed yet"
2514,255180,"Data Analyst",2022-08-15,0,"Not completed yet","Not completed yet"
2515,255204,"Business Analyst",2022-03-27,0,"Not completed yet","Not completed yet"
2516,255204,"Data Analyst",2022-07-17,0,"Not completed yet","Not completed yet"
2517,255220,"Data Analyst",2022-01-25,0,"Not completed yet","Not completed yet"
2518,255232,"Business Analyst",2022-03-29,0,"Not completed yet","Not completed yet"
2519,255232,"Data Analyst",2022-03-29,0,"Not completed yet","Not completed yet"
2520,255232,"Data Scientist",2022-03-29,0,"Not completed yet","Not completed yet"
2521,255257,"Data Analyst",2022-09-04,0,"Not completed yet","Not completed yet"
2522,255257,"Data Scientist",2022-02-24,0,"Not completed yet","Not completed yet"
2523,255267,"Data Analyst",2022-02-04,0,"Not completed yet","Not completed yet"
2524,255267,"Data Scientist",2022-04-22,0,"Not completed yet","Not completed yet"
2525,255282,"Business Analyst",2022-03-16,1,202,"91 to 365 days"
2526,255342,"Business Analyst",2022-09-30,0,"Not completed yet","Not completed yet"
2527,255342,"Data Scientist",2022-08-17,0,"Not completed yet","Not completed yet"
2528,255354,"Business Analyst",2022-02-24,0,"Not completed yet","Not completed yet"
2529,255377,"Data Analyst",2022-02-04,0,"Not completed yet","Not completed yet"
2530,255377,"Data Scientist",2022-03-16,0,"Not completed yet","Not completed yet"
2531,255388,"Business Analyst",2022-02-08,0,"Not completed yet","Not completed yet"
2532,255388,"Data Analyst",2022-02-08,0,"Not completed yet","Not completed yet"
2533,255409,"Business Analyst",2022-01-14,0,"Not completed yet","Not completed yet"
2534,255534,"Business Analyst",2022-04-21,0,"Not completed yet","Not completed yet"
2535,255534,"Data Analyst",2022-04-20,0,"Not completed yet","Not completed yet"
2536,255634,"Data Analyst",2022-02-07,0,"Not completed yet","Not completed yet"
2537,255668,"Data Analyst",2022-01-25,0,"Not completed yet","Not completed yet"
2538,255757,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2539,255759,"Business Analyst",2022-10-19,0,"Not completed yet","Not completed yet"
2540,255768,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2541,255806,"Data Scientist",2022-01-09,0,"Not completed yet","Not completed yet"
2542,255827,"Data Analyst",2022-02-01,0,"Not completed yet","Not completed yet"
2543,255838,"Data Analyst",2022-02-18,0,"Not completed yet","Not completed yet"
2544,255872,"Business Analyst",2022-03-26,0,"Not completed yet","Not completed yet"
2545,255876,"Data Analyst",2022-08-15,0,"Not completed yet","Not completed yet"
2546,255924,"Data Analyst",2022-02-03,0,"Not completed yet","Not completed yet"
2547,255997,"Data Analyst",2022-01-11,0,"Not completed yet","Not completed yet"
2548,256022,"Data Scientist",2022-03-11,0,"Not completed yet","Not completed yet"
2549,256144,"Business Analyst",2022-07-30,0,"Not completed yet","Not completed yet"
2550,256193,"Data Analyst",2022-09-11,0,"Not completed yet","Not completed yet"
2551,256244,"Data Analyst",2022-08-11,0,"Not completed yet","Not completed yet"
2552,256244,"Data Scientist",2022-08-12,0,"Not completed yet","Not completed yet"
2553,256386,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2554,256393,"Data Scientist",2022-09-30,0,"Not completed yet","Not completed yet"
2555,256409,"Data Analyst",2022-06-21,0,"Not completed yet","Not completed yet"
2556,256423,"Business Analyst",2022-01-26,0,"Not completed yet","Not completed yet"
2557,256432,"Business Analyst",2022-03-09,0,"Not completed yet","Not completed yet"
2558,256432,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2559,256432,"Data Scientist",2022-03-30,0,"Not completed yet","Not completed yet"
2560,256443,"Data Analyst",2022-01-05,1,57,"31 to 60 days"
2561,256448,"Business Analyst",2022-02-05,0,"Not completed yet","Not completed yet"
2562,256448,"Data Analyst",2022-06-15,0,"Not completed yet","Not completed yet"
2563,256448,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2564,256568,"Data Analyst",2022-06-24,0,"Not completed yet","Not completed yet"
2565,256570,"Business Analyst",2022-01-15,0,"Not completed yet","Not completed yet"
2566,256598,"Data Scientist",2022-05-05,0,"Not completed yet","Not completed yet"
2567,256625,"Data Scientist",2022-10-07,0,"Not completed yet","Not completed yet"
2568,256654,"Data Analyst",2022-05-08,0,"Not completed yet","Not completed yet"
2569,256670,"Business Analyst",2022-03-15,0,"Not completed yet","Not completed yet"
2570,256670,"Data Scientist",2022-05-22,0,"Not completed yet","Not completed yet"
2571,256703,"Business Analyst",2022-04-25,0,"Not completed yet","Not completed yet"
2572,256703,"Data Analyst",2022-04-25,0,"Not completed yet","Not completed yet"
2573,256747,"Data Scientist",2022-03-31,0,"Not completed yet","Not completed yet"
2574,256790,"Data Analyst",2022-04-29,0,"Not completed yet","Not completed yet"
2575,256838,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2576,256838,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2577,256888,"Data Analyst",2022-01-11,0,"Not completed yet","Not completed yet"
2578,256947,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2579,257027,"Data Analyst",2022-02-06,0,"Not completed yet","Not completed yet"
2580,257035,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2581,257129,"Data Analyst",2022-01-27,0,"Not completed yet","Not completed yet"
2582,257129,"Data Scientist",2022-01-27,0,"Not completed yet","Not completed yet"
2583,257155,"Data Scientist",2022-02-02,0,"Not completed yet","Not completed yet"
2584,257162,"Data Scientist",2022-08-16,0,"Not completed yet","Not completed yet"
2585,257213,"Business Analyst",2022-01-11,0,"Not completed yet","Not completed yet"
2586,257233,"Data Analyst",2022-01-10,0,"Not completed yet","Not completed yet"
2587,257244,"Data Scientist",2022-02-25,0,"Not completed yet","Not completed yet"
2588,257247,"Data Analyst",2022-03-05,0,"Not completed yet","Not completed yet"
2589,257254,"Data Scientist",2022-01-08,0,"Not completed yet","Not completed yet"
2590,257281,"Data Analyst",2022-02-25,0,"Not completed yet","Not completed yet"
2591,257305,"Data Analyst",2022-08-30,0,"Not completed yet","Not completed yet"
2592,257397,"Data Scientist",2022-03-12,0,"Not completed yet","Not completed yet"
2593,257404,"Data Analyst",2022-03-29,0,"Not completed yet","Not completed yet"
2594,257509,"Data Analyst",2022-01-23,0,"Not completed yet","Not completed yet"
2595,257521,"Business Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2596,257548,"Data Scientist",2022-08-11,0,"Not completed yet","Not completed yet"
2597,257630,"Data Analyst",2022-01-11,0,"Not completed yet","Not completed yet"
2598,257648,"Business Analyst",2022-03-27,0,"Not completed yet","Not completed yet"
2599,257651,"Business Analyst",2022-05-26,0,"Not completed yet","Not completed yet"
2600,257729,"Data Scientist",2022-08-03,0,"Not completed yet","Not completed yet"
2601,257766,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2602,257826,"Business Analyst",2022-01-11,0,"Not completed yet","Not completed yet"
2603,257954,"Data Analyst",2022-01-10,0,"Not completed yet","Not completed yet"
2604,257984,"Data Scientist",2022-01-12,0,"Not completed yet","Not completed yet"
2605,258014,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2606,258058,"Data Scientist",2022-02-15,0,"Not completed yet","Not completed yet"
2607,258082,"Data Scientist",2022-04-08,0,"Not completed yet","Not completed yet"
2608,258097,"Data Analyst",2022-02-17,0,"Not completed yet","Not completed yet"
2609,258137,"Data Scientist",2022-02-12,0,"Not completed yet","Not completed yet"
2610,258154,"Data Scientist",2022-04-22,0,"Not completed yet","Not completed yet"
2611,258162,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2612,258201,"Data Analyst",2022-01-21,0,"Not completed yet","Not completed yet"
2613,258211,"Data Scientist",2022-05-07,0,"Not completed yet","Not completed yet"
2614,258311,"Data Scientist",2022-02-22,0,"Not completed yet","Not completed yet"
2615,258320,"Data Analyst",2022-01-13,0,"Not completed yet","Not completed yet"
2616,258325,"Data Scientist",2022-01-09,0,"Not completed yet","Not completed yet"
2617,258338,"Data Scientist",2022-03-25,0,"Not completed yet","Not completed yet"
2618,258374,"Data Analyst",2022-04-08,0,"Not completed yet","Not completed yet"
2619,258395,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2620,258434,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2621,258463,"Business Analyst",2022-02-09,0,"Not completed yet","Not completed yet"
2622,258475,"Data Analyst",2022-02-19,0,"Not completed yet","Not completed yet"
2623,258497,"Data Analyst",2022-03-17,0,"Not completed yet","Not completed yet"
2624,258543,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2625,258550,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2626,258559,"Business Analyst",2022-01-12,0,"Not completed yet","Not completed yet"
2627,258559,"Data Analyst",2022-08-25,0,"Not completed yet","Not completed yet"
2628,258581,"Data Analyst",2022-01-03,1,420,366+
2629,258628,"Data Analyst",2022-07-03,0,"Not completed yet","Not completed yet"
2630,258636,"Business Analyst",2022-04-14,0,"Not completed yet","Not completed yet"
2631,258636,"Data Analyst",2022-04-14,0,"Not completed yet","Not completed yet"
2632,258636,"Data Scientist",2022-04-14,0,"Not completed yet","Not completed yet"
2633,258645,"Data Scientist",2022-01-14,0,"Not completed yet","Not completed yet"
2634,258648,"Data Analyst",2022-05-10,0,"Not completed yet","Not completed yet"
2635,258654,"Business Analyst",2022-07-20,0,"Not completed yet","Not completed yet"
2636,258654,"Data Analyst",2022-07-20,0,"Not completed yet","Not completed yet"
2637,258676,"Data Analyst",2022-01-17,0,"Not completed yet","Not completed yet"
2638,258682,"Data Analyst",2022-01-12,0,"Not completed yet","Not completed yet"
2639,258689,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2640,258695,"Business Analyst",2022-01-11,0,"Not completed yet","Not completed yet"
2641,258695,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2642,258703,"Data Scientist",2022-01-16,0,"Not completed yet","Not completed yet"
2643,258755,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2644,258800,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2645,258807,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2646,258818,"Business Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2647,258818,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2648,258818,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2649,258822,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2650,258824,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2651,258833,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2652,258840,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2653,258842,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2654,258844,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2655,258854,"Data Analyst",2022-02-16,0,"Not completed yet","Not completed yet"
2656,258857,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2657,258862,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2658,258865,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2659,258869,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2660,258878,"Data Scientist",2022-01-08,0,"Not completed yet","Not completed yet"
2661,258879,"Business Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2662,258886,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2663,258889,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2664,258893,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2665,258899,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2666,258900,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2667,258901,"Business Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2668,258901,"Data Analyst",2022-01-01,0,"Not completed yet","Not completed yet"
2669,258901,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2670,258903,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2671,258905,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2672,258906,"Data Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
2673,258907,"Data Scientist",2022-01-01,0,"Not completed yet","Not completed yet"
2674,258911,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2675,258913,"Business Analyst",2022-04-09,0,"Not completed yet","Not completed yet"
2676,258913,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2677,258913,"Data Scientist",2022-04-20,0,"Not completed yet","Not completed yet"
2678,258919,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2679,258922,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2680,258924,"Business Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2681,258924,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2682,258924,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2683,258925,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2684,258926,"Business Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2685,258928,"Business Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2686,258928,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2687,258928,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2688,258930,"Data Scientist",2022-02-18,0,"Not completed yet","Not completed yet"
2689,258939,"Business Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2690,258942,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2691,258943,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2692,258951,"Data Analyst",2022-01-24,0,"Not completed yet","Not completed yet"
2693,258952,"Business Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2694,258954,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2695,258955,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2696,258955,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2697,258961,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2698,258961,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2699,258962,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2700,258965,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2701,258967,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2702,258968,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2703,258971,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2704,258973,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2705,258980,"Business Analyst",2022-01-08,0,"Not completed yet","Not completed yet"
2706,258984,"Data Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
2707,258996,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2708,258997,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2709,259000,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2710,259002,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2711,259004,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2712,259007,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2713,259011,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2714,259014,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2715,259019,"Data Analyst",2022-08-30,0,"Not completed yet","Not completed yet"
2716,259021,"Business Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2717,259026,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2718,259028,"Data Scientist",2022-01-02,0,"Not completed yet","Not completed yet"
2719,259034,"Data Scientist",2022-01-16,0,"Not completed yet","Not completed yet"
2720,259039,"Data Scientist",2022-01-08,0,"Not completed yet","Not completed yet"
2721,259043,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2722,259045,"Data Scientist",2022-01-18,0,"Not completed yet","Not completed yet"
2723,259048,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2724,259051,"Data Analyst",2022-01-02,0,"Not completed yet","Not completed yet"
2725,259054,"Data Scientist",2022-01-27,0,"Not completed yet","Not completed yet"
2726,259055,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2727,259056,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2728,259060,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2729,259062,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2730,259069,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2731,259073,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2732,259076,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2733,259078,"Business Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2734,259082,"Data Analyst",2022-08-15,0,"Not completed yet","Not completed yet"
2735,259084,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2736,259089,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2737,259090,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2738,259095,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2739,259099,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2740,259105,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2741,259106,"Data Scientist",2022-03-28,0,"Not completed yet","Not completed yet"
2742,259108,"Data Analyst",2022-01-27,0,"Not completed yet","Not completed yet"
2743,259108,"Data Scientist",2022-01-27,0,"Not completed yet","Not completed yet"
2744,259115,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2745,259116,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2746,259118,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2747,259132,"Data Analyst",2022-02-06,0,"Not completed yet","Not completed yet"
2748,259134,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2749,259136,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2750,259141,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2751,259144,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2752,259150,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2753,259154,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2754,259155,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2755,259160,"Business Analyst",2022-04-14,0,"Not completed yet","Not completed yet"
2756,259160,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2757,259161,"Data Scientist",2022-01-03,0,"Not completed yet","Not completed yet"
2758,259163,"Data Analyst",2022-01-03,0,"Not completed yet","Not completed yet"
2759,259169,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2760,259170,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2761,259171,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2762,259172,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2763,259173,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2764,259174,"Data Analyst",2022-01-08,0,"Not completed yet","Not completed yet"
2765,259178,"Data Analyst",2022-06-18,0,"Not completed yet","Not completed yet"
2766,259179,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2767,259182,"Data Analyst",2022-07-28,0,"Not completed yet","Not completed yet"
2768,259186,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2769,259187,"Data Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
2770,259207,"Data Analyst",2022-01-28,0,"Not completed yet","Not completed yet"
2771,259209,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2772,259217,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2773,259218,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2774,259221,"Business Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2775,259221,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2776,259231,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2777,259238,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2778,259239,"Data Analyst",2022-03-26,0,"Not completed yet","Not completed yet"
2779,259240,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2780,259240,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2781,259242,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2782,259247,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2783,259247,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2784,259254,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2785,259256,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2786,259258,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2787,259260,"Data Scientist",2022-01-08,0,"Not completed yet","Not completed yet"
2788,259261,"Data Scientist",2022-01-07,0,"Not completed yet","Not completed yet"
2789,259262,"Data Analyst",2022-01-18,0,"Not completed yet","Not completed yet"
2790,259266,"Business Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2791,259266,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2792,259267,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2793,259268,"Business Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2794,259273,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2795,259276,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2796,259276,"Data Scientist",2022-02-17,0,"Not completed yet","Not completed yet"
2797,259278,"Business Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2798,259278,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2799,259278,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2800,259283,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
2801,259284,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2802,259291,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
2803,259304,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2804,259305,"Data Scientist",2022-01-05,0,"Not completed yet","Not completed yet"
2805,259316,"Data Scientist",2022-01-05,0,"Not completed yet","Not completed yet"
2806,259328,"Business Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2807,259333,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2808,259334,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2809,259343,"Data Analyst",2022-01-18,0,"Not completed yet","Not completed yet"
2810,259353,"Data Analyst",2022-01-15,0,"Not completed yet","Not completed yet"
2811,259354,"Business Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2812,259354,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2813,259355,"Data Scientist",2022-01-05,0,"Not completed yet","Not completed yet"
2814,259358,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2815,259359,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2816,259361,"Data Scientist",2022-07-28,0,"Not completed yet","Not completed yet"
2817,259364,"Business Analyst",2022-01-15,0,"Not completed yet","Not completed yet"
2818,259364,"Data Analyst",2022-01-15,0,"Not completed yet","Not completed yet"
2819,259365,"Data Scientist",2022-01-05,0,"Not completed yet","Not completed yet"
2820,259381,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2821,259383,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2822,259383,"Data Scientist",2022-01-05,0,"Not completed yet","Not completed yet"
2823,259388,"Data Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
2824,259400,"Data Analyst",2022-01-12,0,"Not completed yet","Not completed yet"
2825,259402,"Business Analyst",2022-03-13,0,"Not completed yet","Not completed yet"
2826,259402,"Data Analyst",2022-03-13,0,"Not completed yet","Not completed yet"
2827,259418,"Data Scientist",2022-01-28,0,"Not completed yet","Not completed yet"
2828,259438,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2829,259445,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2830,259447,"Business Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2831,259447,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2832,259449,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2833,259451,"Data Analyst",2022-01-10,0,"Not completed yet","Not completed yet"
2834,259452,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2835,259452,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2836,259454,"Data Analyst",2022-07-07,0,"Not completed yet","Not completed yet"
2837,259465,"Business Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2838,259480,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2839,259482,"Data Scientist",2022-01-08,0,"Not completed yet","Not completed yet"
2840,259483,"Data Scientist",2022-01-26,0,"Not completed yet","Not completed yet"
2841,259485,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2842,259486,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2843,259491,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2844,259494,"Data Scientist",2022-02-01,0,"Not completed yet","Not completed yet"
2845,259501,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2846,259504,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2847,259507,"Data Analyst",2022-01-25,0,"Not completed yet","Not completed yet"
2848,259508,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2849,259510,"Data Analyst",2022-02-09,0,"Not completed yet","Not completed yet"
2850,259510,"Data Scientist",2022-01-07,0,"Not completed yet","Not completed yet"
2851,259523,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2852,259524,"Data Analyst",2022-01-26,0,"Not completed yet","Not completed yet"
2853,259524,"Data Scientist",2022-05-28,0,"Not completed yet","Not completed yet"
2854,259527,"Data Scientist",2022-02-09,0,"Not completed yet","Not completed yet"
2855,259531,"Data Scientist",2022-01-08,0,"Not completed yet","Not completed yet"
2856,259533,"Business Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
2857,259537,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
2858,259541,"Data Scientist",2022-01-07,0,"Not completed yet","Not completed yet"
2859,259543,"Data Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
2860,259545,"Data Analyst",2022-01-08,0,"Not completed yet","Not completed yet"
2861,259545,"Data Scientist",2022-01-08,0,"Not completed yet","Not completed yet"
2862,259546,"Data Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
2863,259547,"Data Scientist",2022-01-07,0,"Not completed yet","Not completed yet"
2864,259548,"Business Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
